ConflictID,DyadId,Year,LocationInc,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,BdBest,BdLow,BdHigh,TypeOfConflict,BattleLocation,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,GWNoBattle,Region,Version
92,237,1992,Colombia,Government of Colombia,,FARC,1604,,2,,683,683,707,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,1993,Colombia,Government of Colombia,,FARC,1604,,2,,130,130,140,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,1994,Colombia,Government of Colombia,,FARC,1604,,2,,1082,1082,1091,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,1995,Colombia,Government of Colombia,,FARC,1604,,2,,770,770,775,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,1996,Colombia,Government of Colombia,,FARC,1604,,2,,885,878,922,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,1997,Colombia,Government of Colombia,,FARC,1604,,2,,436,436,552,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,1998,Colombia,Government of Colombia,,FARC,1604,,2,,875,874,1320,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,1999,Colombia,Government of Colombia,,FARC,1604,,2,,885,885,1297,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2000,Colombia,Government of Colombia,,FARC,1604,,2,,901,901,1220,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2001,Colombia,Government of Colombia,,FARC,1604,,2,,970,970,1238,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2002,Colombia,Government of Colombia,,FARC,1604,,2,,1120,1120,1252,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2003,Colombia,Government of Colombia,,FARC,1604,,2,,475,450,491,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2004,Colombia,Government of Colombia,,FARC,1604,,2,,968,944,1020,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2005,Colombia,Government of Colombia,,FARC,1604,,2,,1222,1222,1287,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2006,Colombia,Government of Colombia,,FARC,1604,,2,,468,468,480,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2007,Colombia,Government of Colombia,,FARC,1604,,2,,316,316,323,3,"Colombia, Venezuela",100,,,,100,"100, 101",5,5.0-2015
92,237,2008,Colombia,Government of Colombia,,FARC,1604,,2,,217,213,217,3,"Colombia, Ecuador",100,,,,100,"100, 130",5,5.0-2015
92,237,2009,Colombia,Government of Colombia,,FARC,1604,,2,,377,377,421,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2010,Colombia,Government of Colombia,,FARC,1604,,2,,367,367,373,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2011,Colombia,Government of Colombia,,FARC,1604,,2,,202,202,208,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2012,Colombia,Government of Colombia,,FARC,1604,,2,,211,211,310,3,Colombia,100,,,,100,100,5,5.0-2015
92,237,2013,Colombia,Government of Colombia,,FARC,1604,,2,,113,113,156,3,Colombia,100,,,,100,100,5,5.0-2015
185,239,1991,Georgia,Government of Georgia,,National Guard and Mkhedrioni,1175,,2,,59,59,170,3,Georgia,372,,,,372,372,1,5.0-2015
185,239,1992,Georgia,Government of Georgia,,National Guard and Mkhedrioni,1175,,2,,25,25,25,3,Georgia,372,,,,372,372,1,5.0-2015
196,241,1993,Egypt,Government of Egypt,,al-Gama'a al-Islamiyya,1184,,2,,103,103,119,3,Egypt,651,,,,651,651,2,5.0-2015
196,241,1994,Egypt,Government of Egypt,,al-Gama'a al-Islamiyya,1184,,2,,145,145,157,3,Egypt,651,,,,651,651,2,5.0-2015
196,241,1995,Egypt,Government of Egypt,,al-Gama'a al-Islamiyya,1184,,2,,191,191,199,3,"Egypt, Ethiopia",651,,,,651,"651, 530",2,5.0-2015
196,241,1996,Egypt,Government of Egypt,,al-Gama'a al-Islamiyya,1184,,2,,85,85,99,3,Egypt,651,,,,651,651,2,5.0-2015
196,241,1997,Egypt,Government of Egypt,,al-Gama'a al-Islamiyya,1184,,2,,66,66,69,3,Egypt,651,,,,651,651,2,5.0-2015
196,241,1998,Egypt,Government of Egypt,,al-Gama'a al-Islamiyya,1184,,2,,27,27,29,3,Egypt,651,,,,651,651,2,5.0-2015
112,242,1990,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,77,77,77,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,1994,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,104,104,121,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,1996,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,135,135,136,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,1997,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,201,161,275,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,1998,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,38,38,38,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,1999,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,106,73,135,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,2000,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,1055,1038,1129,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,2001,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,129,129,141,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,2002,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,129,129,146,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,2003,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,697,578,906,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,2004,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,30,27,48,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,2005,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,39,37,54,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,2007,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,49,49,54,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,2008,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,297,297,546,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,2009,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,318,312,345,3,Philippines,840,,,,840,840,3,5.0-2015
112,242,2011,Philippines,Government of Philippines,,MILF,1118,,1,Mindanao,83,83,86,3,Philippines,840,,,,840,840,3,5.0-2015
157,243,1989,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,34,34,34,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,1990,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,3561,3561,4600,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,1991,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,6432,6432,6787,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,1992,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,4091,4091,4247,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,1993,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,2075,2075,2347,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,1994,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,657,657,746,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,1995,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,4755,4748,5062,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,1996,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,3868,3868,4254,3,"France, Sri Lanka",780,,,,780,"220, 780",3,5.0-2015
157,243,1997,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,2880,2880,3959,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,1998,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,3762,3763,4420,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,1999,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,1882,1882,2616,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,2000,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,2525,2525,4155,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,2001,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,1144,1144,1145,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,2003,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,29,17,46,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,2005,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,88,88,90,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,2006,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,1970,1970,2845,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,2007,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,2494,2391,3070,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,2008,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,8243,8243,9898,3,Sri Lanka,780,,,,780,780,3,5.0-2015
157,243,2009,Sri Lanka,Government of Sri Lanka,,LTTE,1163,,1,Eelam,10165,10136,13702,3,Sri Lanka,780,,,,780,780,3,5.0-2015
186,244,1989,Haiti,Government of Haiti,,Military faction (forces of Himmler Rebu and Guy Francois) ,1624,,2,,48,21,57,3,Haiti,41,,,,41,41,5,5.0-2015
225,245,2003,Ivory Coast,Government of Ivory Coast,,MJP,1409,,2,,44,44,59,3,Ivory Coast,437,,,,437,437,4,5.0-2015
143,246,1991,Iran,Government of Iran,,MEK,1151,,2,,45,45,45,3,"Iran, Iraq",630,,,,630,"630, 645",2,5.0-2015
143,246,1993,Iran,Government of Iran,,MEK,1151,,2,,76,76,152,3,"Iran, Iraq, Italy, Pakistan",630,,,,630,"630, 645, 325, 770",2,5.0-2015
143,246,1997,Iran,Government of Iran,,MEK,1151,,2,,34,34,38,3,"Iran, Iraq",630,,,,630,"630, 645",2,5.0-2015
143,246,1999,Iran,Government of Iran,,MEK,1151,,2,,28,28,35,3,"Iran, Iraq",630,,,,630,"630, 645",2,5.0-2015
143,246,2000,Iran,Government of Iran,,MEK,1151,,2,,40,40,77,3,"Iran, Iraq",630,,,,630,"630, 645",2,5.0-2015
143,246,2001,Iran,Government of Iran,,MEK,1151,,2,,119,119,149,3,"Iran, Iraq",630,,,,630,"630, 645",2,5.0-2015
112,247,1989,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,115,115,115,3,Philippines,840,,,,840,840,3,5.0-2015
112,247,1990,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,64,64,64,3,Philippines,840,,,,840,840,3,5.0-2015
112,247,1993,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,124,124,147,3,Philippines,840,,,,840,840,3,5.0-2015
119,248,1998,United Kingdom,Government of United Kingdom,,RIRA,1125,,1,Northern Ireland,29,29,29,3,United Kingdom,200,,,,200,200,1,5.0-2015
112,249,1993,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,30,30,31,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,1994,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,92,92,92,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,1995,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,116,116,122,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,1996,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,45,45,48,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,1997,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,69,69,73,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,1998,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,55,55,55,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2000,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,372,367,430,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2001,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,327,327,443,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2002,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,253,253,270,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2003,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,128,121,135,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2004,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,39,39,51,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2005,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,165,164,174,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2006,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,50,50,116,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2007,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,233,233,247,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2009,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,199,189,203,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2010,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,74,74,85,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2011,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,63,63,85,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2012,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,78,72,80,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2013,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,48,48,48,3,Philippines,840,,,,840,840,3,5.0-2015
112,249,2014,Philippines,Government of Philippines,,ASG,1119,,1,Mindanao,142,142,143,3,Philippines,840,,,,840,840,3,5.0-2015
186,251,1991,Haiti,Government of Haiti,,Military faction (forces of Raol Cedras) ,1625,,2,,200,85,399,3,Haiti,41,,,,41,41,5,5.0-2015
112,252,2001,Philippines,Government of Philippines,,MNLF - NM,1120,,1,Mindanao,196,99,213,3,Philippines,840,,,,840,840,3,5.0-2015
112,252,2005,Philippines,Government of Philippines,,MNLF - NM,1120,,1,Mindanao,32,32,59,3,Philippines,840,,,,840,840,3,5.0-2015
112,252,2013,Philippines,Government of Philippines,,MNLF - NM,1120,,1,Mindanao,239,239,239,3,Philippines,840,,,,840,840,3,5.0-2015
117,256,1989,Sri Lanka,Government of Sri Lanka,,JVP,1123,,2,,388,388,517,3,Sri Lanka,780,,,,780,780,3,5.0-2015
117,256,1990,Sri Lanka,Government of Sri Lanka,,JVP,1123,,2,,61,61,61,3,Sri Lanka,780,,,,780,780,3,5.0-2015
197,259,1992,Georgia,Government of Georgia,,Republic of Abkhazia,1185,,1,Abkhazia,566,566,1195,3,Georgia,372,,,,372,372,1,5.0-2015
197,259,1993,Georgia,Government of Georgia,,Republic of Abkhazia,1185,,1,Abkhazia,1611,1611,2563,3,Georgia,372,,,,372,372,1,5.0-2015
6,260,1990,Iran,Government of Iran,,KDPI,1005,,1,Kurdistan,31,31,335,3,Iran,630,,,,630,630,2,5.0-2015
6,260,1993,Iran,Government of Iran,,KDPI,1005,,1,Kurdistan,110,110,110,3,"Iran, Iraq",630,,,,630,"630, 645",2,5.0-2015
6,260,1996,Iran,Government of Iran,,KDPI,1005,,1,Kurdistan,27,27,29,3,"Iran, Iraq",630,,,,630,"630, 645",2,5.0-2015
139,262,1992,India,Government of India,,ATTF,1149,,1,Tripura,29,29,31,3,India,750,,,,750,750,3,5.0-2015
139,262,1997,India,Government of India,,ATTF,1149,,1,Tripura,32,12,32,3,India,750,,,,750,750,3,5.0-2015
139,269,1997,India,Government of India,,NLFT,1150,,1,Tripura,40,40,40,3,India,750,,,,750,750,3,5.0-2015
139,269,1999,India,Government of India,,NLFT,1150,,1,Tripura,32,38,38,3,India,750,,,,750,750,3,5.0-2015
139,269,2000,India,Government of India,,NLFT,1150,,1,Tripura,61,59,64,3,India,750,,,,750,750,3,5.0-2015
139,269,2001,India,Government of India,,NLFT,1150,,1,Tripura,32,32,32,3,India,750,,,,750,750,3,5.0-2015
139,269,2002,India,Government of India,,NLFT,1150,,1,Tripura,40,40,40,3,India,750,,,,750,750,3,5.0-2015
139,269,2003,India,Government of India,,NLFT,1150,,1,Tripura,32,32,32,3,India,750,,,,750,750,3,5.0-2015
190,272,1991,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,Republic of Croatia,1180,,1,Croatia,2933,1738,3251,3,Serbia (Yugoslavia),345,,,,345,345,1,5.0-2015
190,273,1991,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,Croatian irregulars,1213,,1,Croatia,1000,1000,1000,3,Serbia (Yugoslavia),345,,,,345,345,1,5.0-2015
74,279,1989,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,25,25,25,3,Iraq,645,,,,645,645,2,5.0-2015
74,279,1990,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,34,34,34,3,Iraq,645,,,,645,645,2,5.0-2015
74,279,1991,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,45,45,500,3,Iraq,645,,,,645,645,2,5.0-2015
189,281,1991,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,Republic of Slovenia,1179,,1,Slovenia,64,64,64,3,Serbia (Yugoslavia),345,,,,345,345,1,5.0-2015
133,283,1993,Ethiopia,Government of Ethiopia,,AIAI,1394,,1,Ogaden,36,36,36,3,Ethiopia,530,,,,530,530,4,5.0-2015
133,283,1996,Ethiopia,Government of Ethiopia,,AIAI,1394,,1,Ogaden,186,186,325,3,"Ethiopia, Somalia",530,,,,530,"530, 520",4,5.0-2015
133,283,1999,Ethiopia,Government of Ethiopia,,AIAI,1394,,1,Ogaden,25,25,92,3,"Ethiopia, Somalia",530,,,,530,"530, 520",4,5.0-2015
74,285,1989,Iraq,Government of Iraq,,PUK,1103,,1,Kurdistan,25,25,25,3,Iraq,645,,,,645,645,2,5.0-2015
74,285,1990,Iraq,Government of Iraq,,PUK,1103,,1,Kurdistan,60,60,60,3,Iraq,645,,,,645,645,2,5.0-2015
74,285,1991,Iraq,Government of Iraq,,PUK,1103,,1,Kurdistan,499,499,500,3,Iraq,645,,,,645,645,2,5.0-2015
74,285,1992,Iraq,Government of Iraq,,PUK,1103,,1,Kurdistan,26,26,52,3,Iraq,645,,,,645,645,2,5.0-2015
74,285,1995,Iraq,Government of Iraq,,PUK,1103,,1,Kurdistan,262,262,302,3,Iraq,645,,,,645,645,2,5.0-2015
74,285,1996,Iraq,Government of Iraq,,PUK,1103,,1,Kurdistan,356,356,366,3,"Iran, Iraq",645,,,,645,"630, 645",2,5.0-2015
54,286,1992,India,Government of India,,NSCN-IM,1065,,1,Nagaland,47,47,47,3,India,750,,,,750,750,3,5.0-2015
54,286,1993,India,Government of India,,NSCN-IM,1065,,1,Nagaland,92,92,128,3,India,750,,,,750,750,3,5.0-2015
54,286,1994,India,Government of India,,NSCN-IM,1065,,1,Nagaland,60,58,69,3,India,750,,,,750,750,3,5.0-2015
54,286,1995,India,Government of India,,NSCN-IM,1065,,1,Nagaland,95,95,95,3,India,750,,,,750,750,3,5.0-2015
54,286,1996,India,Government of India,,NSCN-IM,1065,,1,Nagaland,40,40,40,3,India,750,,,,750,750,3,5.0-2015
54,286,1997,India,Government of India,,NSCN-IM,1065,,1,Nagaland,37,37,37,3,India,750,,,,750,750,3,5.0-2015
54,286,2000,India,Government of India,,NSCN-IM,1065,,1,Nagaland,30,18,30,3,India,750,,,,750,750,3,5.0-2015
222,287,2002,Central African Republic,Government of Central African Republic,,Forces of Francois Bozize,1407,,2,,132,130,185,3,"Central African Republic, Chad",482,,,,482,"482, 483",4,5.0-2015
185,289,1992,Georgia,Government of Georgia,,Zviadists,1176,,2,,77,77,82,3,Georgia,372,,,,372,372,1,5.0-2015
185,289,1993,Georgia,Government of Georgia,,Zviadists,1176,,2,,152,152,152,3,Georgia,372,,,,372,372,1,5.0-2015
195,291,1992,Croatia,Government of Croatia,,Serbian irregulars,1214,Government of Serbia (Yugoslavia),1,Serb,25,25,25,4,Croatia,344,,,345,344,344,1,5.0-2015
194,292,1992,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Serbian Republic of Bosnia-Herzegovina,1182,Government of Serbia (Yugoslavia),1,Serb,3989,3412,6365,4,"Bosnia-Herzegovina, Croatia",346,,,345,346,"346, 344",1,5.0-2015
194,292,1993,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Serbian Republic of Bosnia-Herzegovina,1182,Government of Serbia (Yugoslavia),1,Serb,2810,2189,4174,4,Bosnia-Herzegovina,346,,,345,346,346,1,5.0-2015
194,292,1994,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Serbian Republic of Bosnia-Herzegovina,1182,,1,Serb,1615,1245,4819,3,Bosnia-Herzegovina,346,,,,346,346,1,5.0-2015
194,292,1995,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Serbian Republic of Bosnia-Herzegovina,1182,,1,Serb,1169,791,2920,3,Bosnia-Herzegovina,346,,,,346,346,1,5.0-2015
203,293,1993,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Croatian Republic of Bosnia-Herzegovina,1193,Government of Croatia,1,Croat,2302,2096,3344,4,Bosnia-Herzegovina,346,,,344,346,346,1,5.0-2015
203,293,1994,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Croatian Republic of Bosnia-Herzegovina,1193,,1,Croat,301,169,310,3,Bosnia-Herzegovina,346,,,,346,346,1,5.0-2015
202,294,1993,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Autonomous Province of Western Bosnia,1192,,1,Bihaca Krajina,133,104,219,3,Bosnia-Herzegovina,346,,,,346,346,1,5.0-2015
202,294,1994,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Autonomous Province of Western Bosnia,1192,,1,Bihaca Krajina,722,709,1026,3,Bosnia-Herzegovina,346,,,,346,346,1,5.0-2015
202,294,1995,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Autonomous Province of Western Bosnia,1192,,1,Bihaca Krajina,116,116,388,3,"Bosnia-Herzegovina, Croatia",346,,,,346,"346, 344",1,5.0-2015
218,295,1998,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,UCK,1200,,1,Kosovo,1235,379,1235,3,Serbia (Yugoslavia),345,,,,345,345,1,5.0-2015
218,295,1999,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,UCK,1200,"Government of Belgium, Government of Canada, Government of Czech Republic, Government of Denmark, Government of France, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Italy, Government of Luxembourg, Government of Netherlands, Government of Norway, Government of Poland, Government of Portugal, Government of Spain, Government of Turkey, Government of United Kingdom, Government of United States of America",1,Kosovo,1386,1386,3055,4,"Serbia (Yugoslavia), Albania",345,,,"211, 20, 316, 390, 220, 260, 350, 310, 395, 325, 212, 210, 385, 290, 235, 230, 640, 200, 2",345,"345, 339",1,5.0-2015
170,296,1990,India,Government of India,,ULFA,1169,,1,Assam,30,6,30,3,India,750,,,,750,750,3,5.0-2015
170,296,1994,India,Government of India,,ULFA,1169,,1,Assam,25,25,126,3,India,750,,,,750,750,3,5.0-2015
170,296,1995,India,Government of India,,ULFA,1169,,1,Assam,29,17,78,3,India,750,,,,750,750,3,5.0-2015
170,296,1996,India,Government of India,,ULFA,1169,,1,Assam,48,48,53,3,India,750,,,,750,750,3,5.0-2015
170,296,1997,India,Government of India,,ULFA,1169,,1,Assam,112,112,119,3,India,750,,,,750,750,3,5.0-2015
170,296,1998,India,Government of India,,ULFA,1169,,1,Assam,55,55,57,3,India,750,,,,750,750,3,5.0-2015
170,296,1999,India,Government of India,,ULFA,1169,,1,Assam,53,53,58,3,India,750,,,,750,750,3,5.0-2015
170,296,2000,India,Government of India,,ULFA,1169,,1,Assam,87,76,87,3,India,750,,,,750,750,3,5.0-2015
170,296,2001,India,Government of India,,ULFA,1169,,1,Assam,113,113,124,3,India,750,,,,750,750,3,5.0-2015
170,296,2002,India,Government of India,,ULFA,1169,,1,Assam,59,59,59,3,India,750,,,,750,750,3,5.0-2015
170,296,2003,India,Government of India,,ULFA,1169,,1,Assam,43,43,58,3,India,750,,,,750,750,3,5.0-2015
170,296,2004,India,Government of India,,ULFA,1169,,1,Assam,70,69,74,3,India,750,,,,750,750,3,5.0-2015
170,296,2005,India,Government of India,,ULFA,1169,,1,Assam,78,77,78,3,India,750,,,,750,750,3,5.0-2015
170,296,2006,India,Government of India,,ULFA,1169,,1,Assam,49,49,50,3,India,750,,,,750,750,3,5.0-2015
170,296,2007,India,Government of India,,ULFA,1169,,1,Assam,114,114,120,3,India,750,,,,750,750,3,5.0-2015
170,296,2008,India,Government of India,,ULFA,1169,,1,Assam,75,75,78,3,India,750,,,,750,750,3,5.0-2015
170,296,2009,India,Government of India,,ULFA,1169,,1,Assam,63,61,65,3,India,750,,,,750,750,3,5.0-2015
170,296,2010,India,Government of India,,ULFA,1169,,1,Assam,32,32,33,3,India,750,,,,750,750,3,5.0-2015
198,297,1992,Georgia,Government of Georgia,,Republic of South Ossetia,1186,,1,South Ossetia,134,134,137,3,Georgia,372,,,,372,372,1,5.0-2015
198,297,2004,Georgia,Government of Georgia,,Republic of South Ossetia,1186,,1,South Ossetia,27,27,73,3,Georgia,372,,,,372,372,1,5.0-2015
198,297,2008,Georgia,Government of Georgia,,Republic of South Ossetia,1186,Government of Russia (Soviet Union),1,South Ossetia,621,621,859,4,Georgia,372,,,365,372,372,1,5.0-2015
62,298,1991,Iraq,Government of Iraq,,SCIRI,1073,,2,,237,237,237,3,Iraq,645,,,,645,645,2,5.0-2015
62,298,1992,Iraq,Government of Iraq,,SCIRI,1073,,2,,280,280,741,3,Iraq,645,,,,645,645,2,5.0-2015
62,298,1993,Iraq,Government of Iraq,,SCIRI,1073,,2,,75,75,203,3,Iraq,645,,,,645,645,2,5.0-2015
62,298,1994,Iraq,Government of Iraq,,SCIRI,1073,,2,,25,25,36,3,Iraq,645,,,,645,645,2,5.0-2015
62,298,1995,Iraq,Government of Iraq,,SCIRI,1073,,2,,325,325,560,3,Iraq,645,,,,645,645,2,5.0-2015
62,298,1996,Iraq,Government of Iraq,,SCIRI,1073,,2,,42,42,66,3,Iraq,645,,,,645,645,2,5.0-2015
205,299,1996,Mexico,Government of Mexico,,EPR,1629,,2,,37,37,70,3,Mexico,70,,,,70,70,5,5.0-2015
194,300,1992,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Serbian irregulars,1214,Government of Serbia (Yugoslavia),1,Serb,1000,1000,1000,4,Bosnia-Herzegovina,346,,,345,346,346,1,5.0-2015
194,300,1993,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Serbian irregulars,1214,Government of Serbia (Yugoslavia),1,Serb,1000,1000,1000,4,Bosnia-Herzegovina,346,,,345,346,346,1,5.0-2015
194,300,1994,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Serbian irregulars,1214,,1,Serb,25,25,25,3,Bosnia-Herzegovina,346,,,,346,346,1,5.0-2015
194,300,1995,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Serbian irregulars,1214,,1,Serb,25,25,25,3,Bosnia-Herzegovina,346,,,,346,346,1,5.0-2015
203,301,1993,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,,Croatian irregulars,1213,Government of Croatia,1,Croat,1000,1000,1000,4,Bosnia-Herzegovina,346,,,344,346,346,1,5.0-2015
