Country Name,Country Code,Indicator Name,Indicator Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Guinea,GIN,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.7,2.6,2.7,2.6,2.6,2.6,2.6,2.6,2.7,2.7
Guinea,GIN,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3,2.5,3,3,3,3,3,3,3,3
Guinea,GIN,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3,3,3,3,3,3,3,3,3,3
Guinea,GIN,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3,3,3,3,3,3,3,2.5,2.5
Guinea,GIN,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5,3.5,3.333333333,3.3,3.333333333,3.166666667,3,2.833333333,2.833333333,3
Guinea,GIN,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4.5,4.5,4,4,4,4,4,3.5,3.5,3.5
Guinea,GIN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,2.5,2,2,2,2,2,2.5,2.5
Guinea,GIN,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.016666667,2.941666667,3.008333333,3,2.816666667,2.775,2.858333333,2.966666667,2.966666667,3.03333
Guinea-Bissau,GNB,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,2.5,2.5,2.5,2.5,2,2.5,2.5,2.5,2.5,2.5
Guinea-Bissau,GNB,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Guinea-Bissau,GNB,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,2,1.5,1.5,1,1.5,2,2.5,2.5,2.5,2.5
Guinea-Bissau,GNB,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,2.333333333,2,2,1.8,2.166666667,2.5,3,2.666666667,2.5,2.5
Guinea-Bissau,GNB,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3,3,3,3,3,3,3,2.5,2.5,2.5
Guinea-Bissau,GNB,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3,3,3,3,3,3,3,2.5,2.5,2
Guinea-Bissau,GNB,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.5,3,3,3,3,2.5,2.5,2.5,2.5,2.5
Guinea-Bissau,GNB,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,2.5,2.5,2.5,2.5,2.5,2.5,3,2.5,2.5,2.5
Guinea-Bissau,GNB,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Guinea-Bissau,GNB,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,2.5,2,2,2,2.5,3,3.5,3,2.5,2.5
Guinea-Bissau,GNB,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.8,2.6,2.6,2.6,2.5,2.7,2.7,2.5,2.4,2.3
Guinea-Bissau,GNB,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3,2.5,2.5,2.5,2.5,3,3,2.5,2.5,2.5
Guinea-Bissau,GNB,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,2,2
Guinea-Bissau,GNB,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.3,2.2,2.2
Guinea-Bissau,GNB,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,2
Guinea-Bissau,GNB,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Guinea-Bissau,GNB,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,2
Guinea-Bissau,GNB,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3,3.166666667,3.166666667,3.2,3.166666667,3,3,3,3,3
Guinea-Bissau,GNB,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5,4,4,4,4,4,4,4,4,4
Guinea-Bissau,GNB,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,2,2
Guinea-Bissau,GNB,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,2.683333333,2.591666667,2.591666667,2.6,2.608333333,2.7,2.825,2.616666667,2.525,2.5
Guyana,GUY,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5,3.5,3.5,4,4,4,4,4,4,4
Guyana,GUY,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3,3,3,3,3,3,3,3,3,3
Guyana,GUY,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3.5,4,4,4,4,4,4,4,4,4
Guyana,GUY,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.5,3.666666667,3.666666667,3.7,3.5,3.666666667,3.666666667,3.666666667,3.666666667,3.66667
Guyana,GUY,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Guyana,GUY,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Guyana,GUY,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Guyana,GUY,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.5,3.5,3.5,3.5,3,3.5,3.5,3.5,3.5,3.5
Guyana,GUY,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.5,4,4,4,4,3.5,3.5,3.5,3.5,3.5
Guyana,GUY,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Guyana,GUY,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.3,3.4,3.4,3.5,3.5,3.4,3.3,3.3,3.3,3.3
Guyana,GUY,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3,3,3,3,3,3,2.5,2.5,2.5,2.5
Guyana,GUY,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3,3,3,3,3,3,3,3,3,3
Guyana,GUY,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.1,3.1,3.1,3.1,3.1,3,3,3,3.1,3.1
Guyana,GUY,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Guyana,GUY,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Guyana,GUY,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,3,3,3,3,3,3,3,3,3,3
Guyana,GUY,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.333333333,3.333333333,3.333333333,3.33333
Guyana,GUY,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4,4,4,4,4,3.5,3.5,3.5,3.5
Guyana,GUY,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3,3,3,3,2.5,2.5,2.5,3,3
Guyana,GUY,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.35,3.416666667,3.416666667,3.4,3.4,3.391666667,3.325,3.325,3.35,3.35
Haiti,HTI,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3
Haiti,HTI,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Haiti,HTI,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Haiti,HTI,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3,3.166666667,3.166666667,3.2,3.333333333,3.333333333,3.333333333,3.333333333,3.166666667,3.16667
Haiti,HTI,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Haiti,HTI,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,2.5,3,3,3,3,3,3,3,3,3
Haiti,HTI,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3,3,3,3,3,3,3,3,3,3
Haiti,HTI,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3
Haiti,HTI,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3,3,3,3,3,3,3,3,3,3
Haiti,HTI,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,3.5,3.5,3.5,4,4,4,4,4,4
Haiti,HTI,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.6,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.7
Haiti,HTI,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Haiti,HTI,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2,2,2,2,2,2,2,2,2,2
Haiti,HTI,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.3,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.4,2.4
Haiti,HTI,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,2.5,3,3,3,3,3,3,3,2.5,2.5
Haiti,HTI,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Haiti,HTI,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.5,2.5,2.5,2.5,2.5,2.5,2,2,2,2
Haiti,HTI,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.166666667,3.166666667,3.166666667,3.2,3.166666667,3.166666667,3.166666667,3.166666667,3.166666667,3.16667
Haiti,HTI,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4,4,4,4,4,4,4,4,4
Haiti,HTI,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2,2,2,2,2.5,2.5,2.5,2.5,2.5,2.5
Haiti,HTI,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,2.766666667,2.858333333,2.858333333,2.9,2.925,2.925,2.9,2.9,2.833333333,2.85834
Honduras,HND,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,4,4,4,4,3.5,4,3.5,3.5,4,4
Honduras,HND,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,4,4,4.5,4,3.5,3.5,3.5,3,3,3
Honduras,HND,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,4,4,4,4,4,4,4,4,3.5,3.5
Honduras,HND,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,4.333333333,4.166666667,3.833333333,3.7,3.5,3.666666667,3.666666667,3.5,3,3.16667
Honduras,HND,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,4,4,4,4,4,4,4,4,3.5,3.5
Honduras,HND,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,4,4,4,4,4,4,4,4,4,4.5
Honduras,HND,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3.5,3.5,3.5,3,3,3,3.5,3.5,3.5,3.5
Honduras,HND,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,4.5,4,3.5,3.5,3.5,3.5,3.5,3,2.5,3
Honduras,HND,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,4,4,4,4,4,4,4,4,3.5,3.5
Honduras,HND,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4.5,4.5,4,3.5,3,3.5,3.5,3.5,3,3
Honduras,HND,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.8,3.7,3.7,3.8,3.7,3.7,3.6,3.6,3.6,3.8
Honduras,HND,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Honduras,HND,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3.5,3.5,3.5,3,3,3,3,2.5,2.5,2.5
Honduras,HND,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.5,3.5,3.5,3.4,3.3,3.3,3.4,3.2,3,3
Honduras,HND,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,4,4,4,4,4,3.5,4,4,3.5,3.5
Honduras,HND,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3,3,3,3,2.5,3,3,2.5,2.5,2.5
Honduras,HND,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,4,3.5,3.5,3.5,3.5,3,3,3,3,3.5
Honduras,HND,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,4,4.166666667,4.333333333,3.8,3.666666667,3.666666667,3.833333333,3.666666667,3.666666667,3.66667
Honduras,HND,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4.5,5,5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Honduras,HND,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3,3,3,3,3,3,3,3,3
Honduras,HND,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.908333333,3.883333333,3.841666667,3.7,3.541666667,3.583333333,3.625,3.491666667,3.316666667,3.40834
IDA countries classified as fragile situations,DFS,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,2.842105263,2.80952381,2.833333333,2.785714286,2.782608696,2.891304348,2.98,3.055555556,3.089285714,3.178571429
IDA countries classified as fragile situations,DFS,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,2.789473684,2.69047619,2.69047619,2.666666667,2.717391304,2.652173913,2.62,2.648148148,2.678571429,2.660714286
IDA countries classified as fragile situations,DFS,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,2.631578947,2.595238095,2.666666667,2.761904762,2.826086957,2.782608696,2.8,2.703703704,2.785714286,2.857142857
IDA countries classified as fragile situations,DFS,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,2.877192982,2.838095238,2.865079365,2.90952381,3.028985507,3.028985507,3.026666667,2.944444444,2.958333333,2.970238095
IDA countries classified as fragile situations,DFS,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.026315789,3.023809524,2.976190476,2.976190476,3.065217391,3.065217391,3.1,3.037037037,3,3.053571429
IDA countries classified as fragile situations,DFS,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,2.789473684,2.761904762,2.80952381,2.738095238,2.891304348,3.02173913,3.06,2.962962963,2.946428571,2.910714286
IDA countries classified as fragile situations,DFS,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.736842105,2.738095238,2.714285714,2.547619048,2.608695652,2.608695652,2.62,2.592592593,2.571428571,2.571428571
IDA countries classified as fragile situations,DFS,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,2.842105263,2.80952381,2.80952381,2.833333333,2.956521739,3,2.96,2.87037037,2.875,2.821428571
IDA countries classified as fragile situations,DFS,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2.947368421,2.880952381,2.904761905,2.880952381,2.869565217,2.891304348,2.9,2.87037037,2.875,2.910714286
IDA countries classified as fragile situations,DFS,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.157894737,3.095238095,3.119047619,3.119047619,3.304347826,3.304347826,3.32,3.259259259,3.214285714,3.232142857
IDA countries classified as fragile situations,DFS,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.8,2.733333333,2.752380952,2.728571429,2.769565217,2.826086957,2.872,2.840740741,2.825,2.864285714
IDA countries classified as fragile situations,DFS,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,2.710526316,2.571428571,2.595238095,2.571428571,2.586956522,2.630434783,2.76,2.777777778,2.714285714,2.767857143
IDA countries classified as fragile situations,DFS,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.473684211,2.380952381,2.380952381,2.404761905,2.456521739,2.434782609,2.52,2.462962963,2.5,2.482142857
IDA countries classified as fragile situations,DFS,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.652631579,2.604761905,2.580952381,2.571428571,2.656521739,2.660869565,2.712,2.655555556,2.653571429,2.696428571
IDA countries classified as fragile situations,DFS,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,2.710526316,2.619047619,2.619047619,2.619047619,2.782608696,2.826086957,2.86,2.814814815,2.803571429,2.857142857
IDA countries classified as fragile situations,DFS,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.552631579,2.547619048,2.523809524,2.452380952,2.52173913,2.543478261,2.54,2.481481481,2.482142857,2.678571429
IDA countries classified as fragile situations,DFS,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.710526316,2.8,2.619047619,2.666666667,2.717391304,2.695652174,2.66,2.537037037,2.5,2.553571429
IDA countries classified as fragile situations,DFS,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,2.947368421,2.926984127,2.920634921,2.871428571,2.949275362,2.927536232,2.92,2.895061728,2.910714286,2.910714167
IDA countries classified as fragile situations,DFS,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.315789474,3.428571429,3.357142857,3.380952381,3.52173913,3.52173913,3.52,3.444444444,3.482142857,3.5
IDA countries classified as fragile situations,DFS,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.476190476,2.404761905,2.404761905,2.456521739,2.434782609,2.54,2.481481481,2.482142857,2.571428571
IDA countries classified as fragile situations,DFS,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,2.819298246,2.775,2.779761905,2.771428571,2.851086957,2.860869565,2.882666667,2.833950617,2.836904762,2.860417619
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,2.75,2.75,2.75,2.75,2.714285714,2.785714286,2.888888889,3,3.045454545,3.136363636
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,2.75,2.5,2.583333333,2.666666667,2.714285714,2.714285714,2.555555556,2.55,2.590909091,2.590909091
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3.625,3.5,3.416666667,3.416666667,3.5,3.142857143,3.055555556,2.85,3,3
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.333333333,3.255555556,3.166666667,3.15,3.285714286,3.19047619,3.074074074,3,3.075757576,3.075758182
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,2.75,2.916666667,2.75,2.75,2.928571429,3,3,3,3,3.045454545
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.125,2.916666667,2.916666667,2.916666667,3.142857143,3.214285714,3,3,2.954545455,2.954545455
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.875,2.666666667,2.666666667,2.666666667,2.785714286,2.785714286,2.722222222,2.6,2.545454545,2.545454545
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3,3,2.916666667,2.833333333,3,3.071428571,2.833333333,2.8,2.863636364,2.863636364
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2.875,2.75,2.75,2.666666667,2.785714286,2.785714286,2.777777778,2.8,2.772727273,2.772727273
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.375,3.25,3.166666667,3.166666667,3.357142857,3.357142857,3.333333333,3.35,3.363636364,3.363636364
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,2.85,2.7,2.7,2.733333333,2.842857143,2.871428571,2.811111111,2.84,2.818181818,2.845454545
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,2.625,2.416666667,2.5,2.666666667,2.714285714,2.714285714,2.666666667,2.75,2.727272727,2.727272727
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,2.625,2.25,2.25,2.416666667,2.5,2.5,2.666666667,2.75,2.727272727,2.681818182
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.775,2.65,2.633333333,2.666666667,2.785714286,2.785714286,2.822222222,2.84,2.809090909,2.827272727
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3,2.916666667,2.916666667,3,3.214285714,3.214285714,3.111111111,3.1,3,3
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,2.625,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.909090909
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA social protection and labor rating (1=low to 6=high),IQ.CPA.PROT.XQ,2.875,2.833333333,2.583333333,2.666666667,2.857142857,2.857142857,2.722222222,2.65,2.590909091,2.636363636
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.083333333,2.883333333,2.888888889,2.95,3.119047619,3.119047619,3.018518519,2.95,2.939393939,2.954544545
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.625,3.583333333,3.416666667,3.5,3.857142857,3.857142857,3.777777778,3.7,3.681818182,3.727272727
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.875,2.833333333,2.75,2.666666667,2.785714286,2.714285714,2.833333333,2.85,2.818181818,2.909090909
"IDA countries classified as fragile situations, excluding Sub-Saharan Africa",FXS,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.010416667,2.872222222,2.847222222,2.883333333,3.008333333,2.991666667,2.931481481,2.9075,2.910606061,2.925758182
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,2.866666667,2.833333333,2.866666667,2.8,2.8125,2.9375,3.03125,3.088235294,3.117647059,3.205882353
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,2.8,2.766666667,2.733333333,2.666666667,2.71875,2.625,2.65625,2.705882353,2.735294118,2.705882353
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,2.366666667,2.233333333,2.366666667,2.5,2.53125,2.625,2.65625,2.617647059,2.647058824,2.764705882
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,2.755555556,2.671111111,2.744444444,2.813333333,2.916666667,2.958333333,3,2.911764706,2.882352941,2.901960392
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.1,3.066666667,3.066666667,3.066666667,3.125,3.09375,3.15625,3.058823529,3,3.058823529
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,2.7,2.7,2.766666667,2.666666667,2.78125,2.9375,3.09375,2.941176471,2.941176471,2.882352941
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,2.7,2.766666667,2.733333333,2.5,2.53125,2.53125,2.5625,2.588235294,2.588235294,2.588235294
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,2.8,2.733333333,2.766666667,2.833333333,2.9375,2.96875,3.03125,2.911764706,2.882352941,2.794117647
IDA countries in Sub-Saharan Africa classified as fragile situations,DSF,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,2.966666667,2.933333333,2.966666667,2.966666667,2.90625,2.9375,2.96875,2.911764706,2.941176471,3
